name,supertype,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary
Wild Dogs,Creature,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Winding Wurm,Creature,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Barrin's Codex,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Cathodion,Artifact Creature,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Chimeric Staff,Artifact,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Citanul Flute,Artifact,Rare,5,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,1.86,0
Claws of Gix,Artifact,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.39,0
Copper Gnomes,Artifact Creature,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.22,0
Crystal Chimes,Artifact,Uncommon,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.52,0
Dragon Blood,Artifact,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Endoskeleton,Artifact,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Fluctuator,Artifact,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,20.57,0
Grafted Skullcap,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.35,0
Hopping Automaton,Artifact Creature,Uncommon,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Karn Silver Golem,Artifact Creature,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,8.39,0
Lifeline,Artifact,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,14.36,0
Lotus Blossom,Artifact,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,2.44,0
Metrognome,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Mishra's Helix,Artifact,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.09,0
Mobile Fort,Artifact Creature,Uncommon,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Noetic Scales,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,3.72,0
Phyrexian Colossus,Artifact Creature,Rare,7,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.44,0
Phyrexian Processor,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,2.2,0
Pit Trap,Artifact,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Purging Scythe,Artifact,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Smokestack,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,6.98,0
Temporal Aperture,Artifact,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,3.18,0
Thran Turbine,Artifact,Uncommon,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.57,0
Umbilicus,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.41,0
Urza's Armor,Artifact,Uncommon,6,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Voltaic Key,Artifact,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,2.02,0
Wall of Junk,Artifact Creature,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.57,0
Whetstone,Artifact,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Wirecat,Artifact Creature,Uncommon,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Worn Powerstone,Artifact,Uncommon,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.96,0
Blasted Landscape,Land,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.42,0
Drifting Meadow,Land,Common,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Gaea's Cradle,Land,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,406.44,0
Phyrexian Tower,Land,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,16.65,0
Polluted Mire,Land,Common,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Remote Isle,Land,Common,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.35,0
Serra's Sanctum,Land,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,120.89,0
Shivan Gorge,Land,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.5,0
Slippery Karst,Land,Common,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Smoldering Crater,Land,Common,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Thran Quarry,Land,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,3.95,0
Tolarian Academy,Land,Rare,0,Colorless,Not Legal,Not Legal,Banned,Restrict.,Banned,0,63.45,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.31,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.35,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.39,0
Plains,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.36,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,1.34,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.6,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.64,0
Island,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.62,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.33,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.52,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.45,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.24,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.65,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.49,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.46,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.41,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.69,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.5,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.5,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.33,0
Allay,Instant,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Angelic Blessing,Sorcery,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Cataclysm,Sorcery,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,0,5.66,0
Charging Paladin,Creature,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Convalescence,Enchantment,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Exalted Dragon,Creature,Rare,6,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.58,0
High Ground,Enchantment,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Keeper of the Light,Creature,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Kor Chant,Instant,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Limited Resources,Enchantment,Rare,1,White,Not Legal,Not Legal,Banned,Legal,Legal,0,0.74,0
Oath of Lieges,Enchantment,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,3.79,0
Paladin en-Vec,Creature,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.78,0
Peace of Mind,Enchantment,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Pegasus Stampede,Sorcery,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Penance,Enchantment,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.68,0
Reaping the Rewards,Instant,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Reconnaissance,Enchantment,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,7.92,0
Shackles,Enchantment,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Shield Mate,Creature,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Soltari Visionary,Creature,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Soul Warden,Creature,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.4,0
Standing Troops,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Treasure Hunter,Creature,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Wall of Nets,Creature,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,2.55,0
Welkin Hawk,Creature,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Zealots en-Dal,Creature,Uncommon,4,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Aether Tide,Sorcery,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Cunning,Enchantment,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Curiosity,Enchantment,Uncommon,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.42,0
Dominating Licid,Creature,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,1.1,0
Ephemeron,Creature,Rare,6,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Equilibrium,Enchantment,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,7.18,0
Ertai Wizard Adept,Creature,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,6.74,0
Fade Away,Sorcery,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.54,0
Forbid,Instant,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,1.68,0
Keeper of the Mind,Creature,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Killer Whale,Creature,Uncommon,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Mana Breach,Enchantment,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,2.32,0
Merfolk Looter,Creature,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Mind Over Matter,Enchantment,Rare,6,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,17.73,0
Mirozel,Creature,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Oath of Scholars,Enchantment,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.29,0
Robe of Mirrors,Enchantment,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Rootwater Mystic,Creature,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
School of Piranha,Creature,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Scrivener,Creature,Uncommon,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Thalakos Drifters,Creature,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Thalakos Scout,Creature,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Theft of Dreams,Sorcery,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Treasure Trove,Enchantment,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Wayward Soul,Creature,Common,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Whiptongue Frog,Creature,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Carnophage,Creature,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Cat Burglar,Creature,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Culling the Weak,Instant,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,1.45,0
Cursed Flesh,Enchantment,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Dauthi Cutthroat,Creature,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Dauthi Jackal,Creature,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Dauthi Warlord,Creature,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.32,0
Death's Duet,Sorcery,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Entropic Specter,Creature,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Fugue,Sorcery,Uncommon,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Grollub,Creature,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Hatred,Instant,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,15.73,0
Keeper of the Dead,Creature,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Mind Maggots,Creature,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Nausea,Sorcery,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Necrologia,Instant,Uncommon,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,1.22,0
Oath of Ghouls,Enchantment,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,5.2,0
Pit Spawn,Creature,Rare,7,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.41,0
Plaguebearer,Creature,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.8,0
Recurring Nightmare,Enchantment,Rare,3,Black,Not Legal,Not Legal,Banned,Legal,Legal,0,17.21,0
Scare Tactics,Instant,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Slaughter,Instant,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.31,0
Spike Cannibal,Creature,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Thrull Surgeon,Creature,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Vampire Hounds,Creature,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Volrath's Dungeon,Enchantment,Rare,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,0,0.32,0
Anarchist,Creature,Common,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Cinder Crawler,Creature,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Dizzying Gaze,Enchantment,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Fighting Chance,Instant,Rare,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.59,0
Flowstone Flood,Sorcery,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Furnace Brood,Creature,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Keeper of the Flame,Creature,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Mage il-Vec,Creature,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Maniacal Rage,Enchantment,Common,2,Red,Legal,Legal,Legal,Legal,Legal,0,0.07,0
Mogg Assassin,Creature,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.75,0
Monstrous Hound,Creature,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Oath of Mages,Enchantment,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Ogre Shaman,Creature,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Onslaught,Enchantment,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Pandemonium,Enchantment,Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,1.26,0
Paroxysm,Enchantment,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Price of Progress,Instant,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,1.8,0
Raging Goblin,Creature,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Ravenous Baboons,Creature,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.42,0
Reckless Ogre,Creature,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Sabertooth Wyvern,Creature,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Scalding Salamander,Creature,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Seismic Assault,Enchantment,Rare,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,1.51,0
Shattering Pulse,Instant,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Sonic Burst,Instant,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Spellshock,Enchantment,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,0,4.7,0
Avenging Druid,Creature,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Bequeathal,Enchantment,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Cartographer,Creature,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Crashing Boars,Creature,Uncommon,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Elven Palisade,Enchantment,Uncommon,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Elvish Berserker,Creature,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Jackalope Herd,Creature,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Keeper of the Beasts,Creature,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Manabond,Enchantment,Rare,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,4.05,0
Mirri Cat Warrior,Creature,Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,2.14,0
Oath of Druids,Enchantment,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Banned,0,2.34,0
Plated Rootwalla,Creature,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Predatory Hunger,Enchantment,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.29,0
Pygmy Troll,Creature,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Rabid Wolverines,Creature,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Reclaim,Instant,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Resuscitate,Instant,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Rootwater Alligator,Creature,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Skyshroud Elite,Creature,Uncommon,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Skyshroud War Beast,Creature,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.44,0
Song of Serenity,Enchantment,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Spike Hatcher,Creature,Rare,7,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Spike Rogue,Creature,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,0.22,0
Spike Weaver,Creature,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,0,5.3,0
Survival of the Fittest,Enchantment,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Banned,0,114.57,0
Wood Elves,Creature,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.02,0
Coat of Arms,Artifact,Rare,5,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,9.4,0
Erratic Portal,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,9.05,0
Medicine Bag,Artifact,Uncommon,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Memory Crystal,Artifact,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.49,0
Mindless Automaton,Artifact Creature,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,0.34,0
Null Brooch,Artifact,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,1.37,0
Skyshaper,Artifact,Uncommon,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Spellbook,Artifact,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,0,1.57,0
Sphere of Resistance,Artifact,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,13.96,0
Thopter Squadron,Artifact Creature,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.66,0
Transmogrifying Licid,Artifact Creature,Uncommon,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Workhorse,Artifact Creature,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,5.3,0
City of Traitors,Land,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,0,127.76,0
Bandage,Instant,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Calming Licid,Creature,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Change of Heart,Instant,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Contemplation,Enchantment,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Conviction,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Hidden Retreat,Enchantment,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.29,0
Honor Guard,Creature,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Lancers en-Kor,Creature,Uncommon,5,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Nomads en-Kor,Creature,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.24,0
Pursuit of Knowledge,Enchantment,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.58,0
Rolling Stones,Enchantment,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,0,1.11,0
Sacred Ground,Enchantment,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.42,0
Samite Blessing,Enchantment,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Scapegoat,Instant,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.36,0
Shaman en-Kor,Creature,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.77,0
Skyshroud Falcon,Creature,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Smite,Instant,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Soltari Champion,Creature,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,1.17,0
Spirit en-Kor,Creature,Common,4,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Temper,Instant,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Venerable Monk,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Wall of Essence,Creature,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.36,0
Warrior en-Kor,Creature,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Warrior Angel,Creature,Rare,6,White,Not Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Youthful Knight,Creature,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.15,0
Cloud Spirit,Creature,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Contempt,Enchantment,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Dream Halls,Enchantment,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,17.64,0
Dream Prowler,Creature,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Evacuation,Instant,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,3.63,0
Gliding Licid,Creature,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Hammerhead Shark,Creature,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Hesitation,Enchantment,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Intruder Alarm,Enchantment,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,9.99,0
Leap,Instant,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.28,0
Mana Leak,Instant,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.36,0
Mask of the Mimic,Instant,Uncommon,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Mind Games,Instant,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Ransack,Sorcery,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Rebound,Instant,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Reins of Power,Instant,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,1.27,0
Sift,Sorcery,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Silver Wyvern,Creature,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.78,0
Spindrift Drake,Creature,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Thalakos Deceiver,Creature,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,2.17,0
Tidal Surge,Sorcery,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Tidal Warrior,Creature,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Volrath's Shapeshifter,Creature,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,1.68,0
Walking Dream,Creature,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
