names,supertypes,subtypes,set,rarity,cmc,color,modern legality,standard legality,commander legality,reprint,artist,price
Warren Pilferers,Creature,Goblin Rogue,Lorwyn,Common,5,Black,True,False,True,True,b'Wayne Reynolds',0.11
Weed Strangle,Sorcery,None,Lorwyn,Common,5,Black,True,False,True,False,b'Jesper Ejsing',0.11
Adder-Staff Boggart,Creature,Goblin Warrior,Lorwyn,Common,2,Red,True,False,True,False,b'Jeff Miracola',0.1
Ashling the Pilgrim,Legendary Creature,Elemental Shaman,Lorwyn,Rare,2,Red,True,False,True,False,b'Wayne Reynolds',2.83
Ashling's Prerogative,Enchantment,None,Lorwyn,Rare,2,Red,True,False,True,False,b'Warren Mahy',0.41
Axegrinder Giant,Creature,Giant Warrior,Lorwyn,Common,6,Red,True,False,True,True,b'Warren Mahy',0.06
Blades of Velis Vel,Tribal Instant,Shapeshifter,Lorwyn,Common,2,Red,True,False,True,True,b'Ron Spencer',0.12
Blind-Spot Giant,Creature,Giant Warrior,Lorwyn,Common,3,Red,True,False,True,True,b'Jim Murray',0.07
Boggart Forager,Creature,Goblin Rogue,Lorwyn,Common,1,Red,True,False,True,False,b'Ron Spencer',0.07
Boggart Shenanigans,Tribal Enchantment,Goblin,Lorwyn,Uncommon,3,Red,True,False,True,True,b'Warren Mahy',1.29
Boggart Sprite-Chaser,Creature,Goblin Warrior,Lorwyn,Common,2,Red,True,False,True,False,b'Mark Poole',0.06
Caterwauling Boggart,Creature,Goblin Shaman,Lorwyn,Common,4,Red,True,False,True,False,b'Steven Belledin',0.21
Ceaseless Searblades,Creature,Elemental Warrior,Lorwyn,Uncommon,4,Red,True,False,True,False,b'Jim Murray',0.16
Chandra Nalaar,Legendary Planeswalker,Chandra,Lorwyn,Rare,5,Red,True,False,True,True,b'Aleksi Briclot',1.88
Changeling Berserker,Creature,Shapeshifter,Lorwyn,Uncommon,4,Red,True,False,True,False,b'Warren Mahy',0.66
Consuming Bonfire,Tribal Sorcery,Elemental,Lorwyn,Common,5,Red,True,False,True,False,b'Randy Gallegos',0.06
Crush Underfoot,Tribal Instant,Giant,Lorwyn,Uncommon,2,Red,True,False,True,True,b'Steven Belledin',0.15
Faultgrinder,Creature,Elemental,Lorwyn,Common,7,Red,True,False,True,True,b'Anthony S. Waters',0.12
Fire-Belly Changeling,Creature,Shapeshifter,Lorwyn,Common,2,Red,True,False,True,True,b'Randy Gallegos',0.19
Flamekin Bladewhirl,Creature,Elemental Warrior,Lorwyn,Uncommon,1,Red,True,False,True,False,b'Mark Zug',0.12
Flamekin Brawler,Creature,Elemental Warrior,Lorwyn,Common,1,Red,True,False,True,True,b'Daren Bader',0.09
Flamekin Harbinger,Creature,Elemental Shaman,Lorwyn,Uncommon,1,Red,True,False,True,True,b'Steve Prescott',3.89
Flamekin Spitfire,Creature,Elemental Shaman,Lorwyn,Uncommon,2,Red,True,False,True,False,b'Zoltan Boros',0.11
Giant Harbinger,Creature,Giant Shaman,Lorwyn,Uncommon,5,Red,True,False,True,False,b'Steve Prescott',0.21
Giant's Ire,Tribal Sorcery,Giant,Lorwyn,Common,4,Red,True,False,True,False,b'Alex Horley-Orlandelli',0.1
Glarewielder,Creature,Elemental Shaman,Lorwyn,Uncommon,5,Red,True,False,True,False,b'Nils Hamm',0.13
Goatnapper,Creature,Goblin Rogue,Lorwyn,Uncommon,3,Red,True,False,True,False,b'Ron Spencer',0.09
Hamletback Goliath,Creature,Giant Warrior,Lorwyn,Rare,7,Red,True,False,True,True,b'Paolo Parente',0.24
Hearthcage Giant,Creature,Giant Warrior,Lorwyn,Uncommon,8,Red,True,False,True,False,b'Zoltan Boros',0.15
Heat Shimmer,Sorcery,None,Lorwyn,Rare,3,Red,True,False,True,False,b'Franz Vohwinkel',4.91
Hostility,Creature,Elemental Incarnation,Lorwyn,Rare,6,Red,True,False,True,True,b'Omar Rayyan',0.33
Hurly-Burly,Sorcery,None,Lorwyn,Common,2,Red,True,False,True,True,b'Steve Prescott',0.04
Incandescent Soulstoke,Creature,Elemental Shaman,Lorwyn,Rare,3,Red,True,False,True,True,b'Todd Lockwood',1.46
Incendiary Command,Sorcery,None,Lorwyn,Rare,5,Red,True,False,True,True,b'Wayne England',1.5
Ingot Chewer,Creature,Elemental,Lorwyn,Common,5,Red,True,False,True,True,b'Kev Walker',0.35
Inner-Flame Acolyte,Creature,Elemental Shaman,Lorwyn,Common,3,Red,True,False,True,True,b'Ron Spears',0.13
Inner-Flame Igniter,Creature,Elemental Warrior,Lorwyn,Uncommon,3,Red,True,False,True,True,b'Scott Hampton',0.13
Lash Out,Instant,None,Lorwyn,Common,2,Red,True,False,True,True,b'Scott Hampton',0.13
Lowland Oaf,Creature,Giant Warrior,Lorwyn,Common,4,Red,True,False,True,True,b'Jeff Easley',0.08
Mudbutton Torchrunner,Creature,Goblin Warrior,Lorwyn,Common,3,Red,True,False,True,True,b'Steve Ellis',0.08
Needle Drop,Instant,None,Lorwyn,Common,1,Red,True,False,True,False,b'Greg Staples',0.91
Nova Chaser,Creature,Elemental Warrior,Lorwyn,Rare,4,Red,True,False,True,False,b'Dan Scott',3.62
Rebellion of the Flamekin,Tribal Enchantment,Elemental,Lorwyn,Uncommon,4,Red,True,False,True,False,b'Dan Dos Santos',0.09
Smokebraider,Creature,Elemental Shaman,Lorwyn,Common,2,Red,True,False,True,True,b'Anthony S. Waters',0.24
Soulbright Flamekin,Creature,Elemental Shaman,Lorwyn,Common,2,Red,True,False,True,True,b'Kev Walker',0.11
Stinkdrinker Daredevil,Creature,Goblin Rogue,Lorwyn,Common,3,Red,True,False,True,True,b'Pete Venters',0.08
Sunrise Sovereign,Creature,Giant Warrior,Lorwyn,Rare,6,Red,True,False,True,True,"b""William O'Connor""",0.26
Tar Pitcher,Creature,Goblin Shaman,Lorwyn,Uncommon,4,Red,True,False,True,True,b'Omar Rayyan',0.08
Tarfire,Tribal Instant,Goblin,Lorwyn,Common,1,Red,True,False,True,True,b'Omar Rayyan',0.25
Thundercloud Shaman,Creature,Giant Shaman,Lorwyn,Uncommon,5,Red,True,False,True,True,b'Greg Staples',0.12
Wild Ricochet,Instant,None,Lorwyn,Rare,4,Red,True,False,True,True,b'Dan Scott',0.59
Battlewand Oak,Creature,Treefolk Warrior,Lorwyn,Common,3,Green,True,False,True,False,b'Steve Prescott',0.12
Bog-Strider Ash,Creature,Treefolk Shaman,Lorwyn,Common,4,Green,True,False,True,False,b'Steven Belledin',0.08
Briarhorn,Creature,Elemental,Lorwyn,Uncommon,4,Green,True,False,True,True,b'Nils Hamm',0.14
Changeling Titan,Creature,Shapeshifter,Lorwyn,Uncommon,5,Green,True,False,True,False,b'Jesper Ejsing',2.04
Cloudcrown Oak,Creature,Treefolk Warrior,Lorwyn,Common,4,Green,True,False,True,True,b'Rebecca Guay',0.16
Cloudthresher,Creature,Elemental,Lorwyn,Rare,6,Green,True,False,True,True,b'Christopher Moeller',0.37
Dauntless Dourbark,Creature,Treefolk Warrior,Lorwyn,Rare,4,Green,True,False,True,True,b'Jeremy Jarvis',2.71
Elvish Branchbender,Creature,Elf Druid,Lorwyn,Common,3,Green,True,False,True,True,b'Ralph Horsley',0.11
Elvish Eulogist,Creature,Elf Shaman,Lorwyn,Common,1,Green,True,False,True,True,b'Ben Thompson',0.09
Elvish Handservant,Creature,Elf Warrior,Lorwyn,Common,1,Green,True,False,True,False,b'Steve Prescott',0.08
Elvish Harbinger,Creature,Elf Druid,Lorwyn,Uncommon,3,Green,True,False,True,True,b'Larry MacDougall',2.2
Elvish Promenade,Tribal Sorcery,Elf,Lorwyn,Uncommon,4,Green,True,False,True,True,b'Steve Ellis',3.73
Epic Proportions,Enchantment,Aura,Lorwyn,Rare,6,Green,True,False,True,True,b'Jesper Ejsing',0.24
Eyes of the Wisent,Tribal Enchantment,Elemental,Lorwyn,Rare,2,Green,True,False,True,False,b'Aleksi Briclot',0.46
Fertile Ground,Enchantment,Aura,Lorwyn,Common,2,Green,True,False,True,True,b'Mark Tedin',0.19
Fistful of Force,Instant,None,Lorwyn,Common,2,Green,True,False,True,False,b'Ralph Horsley',0.04
Garruk Wildspeaker,Legendary Planeswalker,Garruk,Lorwyn,Rare,4,Green,True,False,True,True,b'Aleksi Briclot',8.04
Gilt-Leaf Ambush,Tribal Instant,Elf,Lorwyn,Common,3,Green,True,False,True,False,b'Steve Prescott',0.15
Gilt-Leaf Seer,Creature,Elf Shaman,Lorwyn,Common,3,Green,True,False,True,True,b'Darrell Riche',0.11
Guardian of Cloverdell,Creature,Treefolk Shaman,Lorwyn,Uncommon,7,Green,True,False,True,False,b'Jesper Ejsing',0.09
Heal the Scars,Instant,None,Lorwyn,Common,4,Green,True,False,True,False,b'Carl Frank',0.11
Hunt Down,Sorcery,None,Lorwyn,Common,1,Green,True,False,True,False,b'Christopher Moeller',0.05
Immaculate Magistrate,Creature,Elf Shaman,Lorwyn,Rare,4,Green,True,False,True,True,b'Jim Nelson',1.75
Imperious Perfect,Creature,Elf Warrior,Lorwyn,Uncommon,3,Green,True,False,True,True,b'Scott M. Fischer',1.61
Incremental Growth,Sorcery,None,Lorwyn,Uncommon,5,Green,True,False,True,True,b'Chuck Lukacs',0.14
Jagged-Scar Archers,Creature,Elf Archer,Lorwyn,Uncommon,3,Green,True,False,True,True,b'Paolo Parente',0.45
Kithkin Daggerdare,Creature,Kithkin Soldier,Lorwyn,Common,2,Green,True,False,True,False,b'Christopher Moeller',0.06
Kithkin Mourncaller,Creature,Kithkin Scout,Lorwyn,Uncommon,3,Green,True,False,True,False,b'Dominick Domingo',0.12
Lace with Moonglove,Instant,None,Lorwyn,Common,3,Green,True,False,True,True,b'Rebecca Guay',0.11
Lammastide Weave,Instant,None,Lorwyn,Uncommon,2,Green,True,False,True,False,b'Howard Lyon',0.09
Leaf Gilder,Creature,Elf Druid,Lorwyn,Common,2,Green,True,False,True,True,b'Quinton Hoover',0.09
Lignify,Tribal Enchantment,Treefolk Aura,Lorwyn,Common,2,Green,True,False,True,True,b'Jesper Ejsing',0.75
Lys Alana Huntmaster,Creature,Elf Warrior,Lorwyn,Common,4,Green,True,False,True,True,b'Pete Venters',0.38
Masked Admirers,Creature,Elf Shaman,Lorwyn,Rare,4,Green,True,False,True,True,b'Eric Fortune',0.28
Nath's Elite,Creature,Elf Warrior,Lorwyn,Common,5,Green,True,False,True,False,b'Wayne Reynolds',0.1
Oakgnarl Warrior,Creature,Treefolk Warrior,Lorwyn,Common,7,Green,True,False,True,True,b'Jim Nelson',0.14
Primal Command,Sorcery,None,Lorwyn,Rare,5,Green,True,False,True,True,b'Wayne England',2.03
Rootgrapple,Tribal Instant,Treefolk,Lorwyn,Common,5,Green,True,False,True,False,b'Alan Pollack',0.15
Seedguide Ash,Creature,Treefolk Druid,Lorwyn,Uncommon,5,Green,True,False,True,False,b'John Avon',0.7
Spring Cleaning,Instant,None,Lorwyn,Common,2,Green,True,False,True,False,b'Michael Sutfin',0.16
Sylvan Echoes,Enchantment,None,Lorwyn,Uncommon,1,Green,True,False,True,False,b'Rebecca Guay',0.1
Timber Protector,Creature,Treefolk Warrior,Lorwyn,Rare,5,Green,True,False,True,False,b'Terese Nielsen',5.69
Treefolk Harbinger,Creature,Treefolk Druid,Lorwyn,Uncommon,1,Green,True,False,True,False,b'Larry MacDougall',1.22
Vigor,Creature,Elemental Incarnation,Lorwyn,Rare,6,Green,True,False,True,True,b'Jim Murray',7.28
Warren-Scourge Elf,Creature,Elf Warrior,Lorwyn,Common,2,Green,True,False,True,False,b'Christopher Moeller',0.07
Woodland Changeling,Creature,Shapeshifter,Lorwyn,Common,2,Green,True,False,True,False,b'Franz Vohwinkel',0.46
Woodland Guidance,Sorcery,None,Lorwyn,Uncommon,4,Green,True,False,True,False,b'Richard Sardinha',0.1
Wren's Run Packmaster,Creature,Elf Warrior,Lorwyn,Rare,4,Green,True,False,True,True,b'Mark Zug',0.5
Wren's Run Vanquisher,Creature,Elf Warrior,Lorwyn,Uncommon,2,Green,True,False,True,True,b'Paolo Parente',0.5
Brion Stoutarm,Legendary Creature,Giant Warrior,Lorwyn,Rare,4,Gold,True,False,True,True,b'Zoltan Boros',0.47
"Doran, the Siege Tower",Legendary Creature,Treefolk Shaman,Lorwyn,Rare,3,Gold,True,False,True,True,b'Mark Zug',3.84
Gaddock Teeg,Legendary Creature,Kithkin Advisor,Lorwyn,Rare,2,Gold,True,False,True,True,b'Greg Staples',5.58
Horde of Notions,Legendary Creature,Elemental,Lorwyn,Rare,5,Gold,True,False,True,True,b'Adam Rex',0.59
Nath of the Gilt-Leaf,Legendary Creature,Elf Warrior,Lorwyn,Rare,5,Gold,True,False,True,True,b'Kev Walker',1.25
"Sygg, River Guide",Legendary Creature,Merfolk Wizard,Lorwyn,Rare,2,Gold,True,False,True,False,b'Larry MacDougall',0.69
"Wort, Boggart Auntie",Legendary Creature,Goblin Shaman,Lorwyn,Rare,4,Gold,True,False,True,False,b'Larry MacDougall',3.59
"Wydwen, the Biting Gale",Legendary Creature,Faerie Wizard,Lorwyn,Rare,4,Gold,True,False,True,True,b'Matt Cavotta',0.67
Colfenor's Urn,Artifact,None,Lorwyn,Rare,3,Colorless,True,False,True,False,b'Jim Pavelec',1.18
Deathrender,Artifact,Equipment,Lorwyn,Rare,4,Colorless,True,False,True,True,b'Martina Pilcerova',2.69
Dolmen Gate,Artifact,None,Lorwyn,Rare,2,Colorless,True,False,True,True,b'Richard Sardinha',6.43
Herbal Poultice,Artifact,None,Lorwyn,Common,0,Colorless,True,False,True,False,b'Scott Hampton',0.24
Moonglove Extract,Artifact,None,Lorwyn,Common,3,Colorless,True,False,True,True,b'Terese Nielsen',0.04
Rings of Brighthearth,Artifact,None,Lorwyn,Rare,3,Colorless,True,False,True,True,b'Howard Lyon',46.45
Runed Stalactite,Artifact,Equipment,Lorwyn,Common,1,Colorless,True,False,True,True,b'Jim Pavelec',0.11
Springleaf Drum,Artifact,None,Lorwyn,Common,1,Colorless,True,False,True,True,b'Cyril Van Der Haegen',0.61
Thorn of Amethyst,Artifact,None,Lorwyn,Rare,2,Colorless,True,False,True,False,b'Chuck Lukacs',14.06
Thousand-Year Elixir,Artifact,None,Lorwyn,Rare,3,Colorless,True,False,True,True,b'Richard Sardinha',8.93
Twinning Glass,Artifact,None,Lorwyn,Rare,4,Colorless,True,False,True,False,b'Franz Vohwinkel',0.25
Wanderer's Twig,Artifact,None,Lorwyn,Common,1,Colorless,True,False,True,True,b'Dave Dorman',0.37
Ancient Amphitheater,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,True,b'Rob Alexander',0.5
Auntie's Hovel,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,False,b'Wayne Reynolds',16.92
Gilt-Leaf Palace,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,True,b'Christopher Moeller',7.38
Howltooth Hollow,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,False,b'John Howe (Lorywn)',0.36
Mosswort Bridge,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,True,b'Jeremy Jarvis',1.02
Secluded Glen,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,False,b'Terese Nielsen',6.59
Shelldock Isle,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,False,b'Mark Tedin',7.07
Shimmering Grotto,Land,None,Lorwyn,Common,0,Colorless,True,False,True,True,b'Alan Pollack',0.1
Spinerock Knoll,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,True,b'Steve Prescott',2.13
Vivid Crag,Land,None,Lorwyn,Uncommon,0,Colorless,True,False,True,True,b'Martina Pilcerova',0.49
Vivid Creek,Land,None,Lorwyn,Uncommon,0,Colorless,True,False,True,True,b'Fred Fields',0.47
Vivid Grove,Land,None,Lorwyn,Uncommon,0,Colorless,True,False,True,True,b'Howard Lyon',0.44
Vivid Marsh,Land,None,Lorwyn,Uncommon,0,Colorless,True,False,True,True,b'John Avon',1.5
Vivid Meadow,Land,None,Lorwyn,Uncommon,0,Colorless,True,False,True,True,b'Rob Alexander',1.0
Wanderwine Hub,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,False,b'Warren Mahy',2.84
Windbrisk Heights,Land,None,Lorwyn,Rare,0,Colorless,True,False,True,True,b'Omar Rayyan',1.54
Plains,Basic Land,Plains,Lorwyn,Common,0,Colorless,True,True,True,True,b'Warren Mahy',0.27
Plains,Basic Land,Plains,Lorwyn,Common,0,Colorless,True,True,True,True,b'Fred Fields',0.21
Plains,Basic Land,Plains,Lorwyn,Common,0,Colorless,True,True,True,True,b'Larry MacDougall',0.28
Plains,Basic Land,Plains,Lorwyn,Common,0,Colorless,True,True,True,True,b'Omar Rayyan',0.25
Island,Basic Land,Island,Lorwyn,Common,0,Colorless,True,True,True,True,b'Warren Mahy',0.27
Island,Basic Land,Island,Lorwyn,Common,0,Colorless,True,True,True,True,b'Ron Spears',1.26
Island,Basic Land,Island,Lorwyn,Common,0,Colorless,True,True,True,True,b'Martina Pilcerova',0.24
Island,Basic Land,Island,Lorwyn,Common,0,Colorless,True,True,True,True,b'Rob Alexander',0.25
Swamp,Basic Land,Swamp,Lorwyn,Common,0,Colorless,True,True,True,True,b'Fred Fields',0.28
Swamp,Basic Land,Swamp,Lorwyn,Common,0,Colorless,True,True,True,True,b'Ron Spears',1.1
Swamp,Basic Land,Swamp,Lorwyn,Common,0,Colorless,True,True,True,True,b'Wayne Reynolds',0.24
Swamp,Basic Land,Swamp,Lorwyn,Common,0,Colorless,True,True,True,True,b'Steve Prescott',0.5
Mountain,Basic Land,Mountain,Lorwyn,Common,0,Colorless,True,True,True,True,b'Larry MacDougall',0.29
Mountain,Basic Land,Mountain,Lorwyn,Common,0,Colorless,True,True,True,True,b'Martina Pilcerova',0.22
Mountain,Basic Land,Mountain,Lorwyn,Common,0,Colorless,True,True,True,True,b'Wayne Reynolds',0.35
Mountain,Basic Land,Mountain,Lorwyn,Common,0,Colorless,True,True,True,True,b'Darrell Riche',0.29
Forest,Basic Land,Forest,Lorwyn,Common,0,Colorless,True,True,True,True,b'Omar Rayyan',0.27
Forest,Basic Land,Forest,Lorwyn,Common,0,Colorless,True,True,True,True,b'Rob Alexander',0.2
Forest,Basic Land,Forest,Lorwyn,Common,0,Colorless,True,True,True,True,b'Steve Prescott',0.34
Forest,Basic Land,Forest,Lorwyn,Common,0,Colorless,True,True,True,True,b'Darrell Riche',0.23
Angel of Salvation,Creature,Angel,Future Sight,Rare,8,White,True,False,True,True,b'D. Alexander Gregory',0.37
Augur il-Vec,Creature,Human Cleric,Future Sight,Common,2,White,True,False,True,False,b'Daren Bader',0.14
Barren Glory,Enchantment,None,Future Sight,Rare,6,White,True,False,True,False,b'Dave Kendall',0.59
Dust of Moments,Instant,None,Future Sight,Uncommon,3,White,True,False,True,False,b'Zoltan Boros',0.09
Even the Odds,Instant,None,Future Sight,Uncommon,3,White,True,False,True,False,b'Shishizaru',0.1
Gift of Granite,Enchantment,Aura,Future Sight,Common,1,White,True,False,True,False,b'Hideaki Takamura',0.06
Intervention Pact,"Color Indicator: White
          Instant",None,Future Sight,Rare,0,Colorless,True,False,True,False,b'Dave Kendall',1.8
Judge Unworthy,Instant,None,Future Sight,Common,2,White,True,False,True,False,b'Greg Staples',0.08
Lost Auramancers,Creature,Human Wizard,Future Sight,Uncommon,4,White,True,False,True,False,b'Brandon Kitkouski',0.73
Magus of the Moat,Creature,Human Wizard,Future Sight,Rare,4,White,True,False,True,True,b'John Avon',8.22
Marshaling Cry,Sorcery,None,Future Sight,Common,3,White,True,False,True,False,b'Vance Kovacs',0.15
Saltskitter,Creature,Wurm,Future Sight,Common,4,White,True,False,True,False,b'Chippy',0.15
Samite Censer-Bearer,Creature,Human Rebel Cleric,Future Sight,Common,1,White,True,False,True,False,b'William Simpson',0.03
Scout's Warning,Instant,None,Future Sight,Rare,1,White,True,False,True,False,b'Zoltan Boros',1.35
Spirit en-Dal,Creature,Spirit,Future Sight,Uncommon,3,White,True,False,True,False,b'Daren Bader',0.31
Aven Mindcensor,Creature,Bird Wizard,Future Sight,Uncommon,3,White,True,False,True,True,b'Rebecca Guay',1.57
Blade of the Sixth Pride,Creature,Cat Rebel,Future Sight,Common,2,White,True,False,True,False,b'Justin Sweet',0.13
Bound in Silence,Tribal Enchantment,Rebel Aura,Future Sight,Uncommon,3,White,True,False,True,True,b'William Simpson',0.09
Daybreak Coronet,Enchantment,Aura,Future Sight,Rare,2,White,True,False,True,True,b'Scott Hampton',2.99
Goldmeadow Lookout,Creature,Kithkin Spellshaper,Future Sight,Uncommon,4,White,True,False,True,False,b'Steve Prescott',0.12
Imperial Mask,Enchantment,None,Future Sight,Rare,5,White,True,False,True,False,b'Christopher Moeller',0.44
Lucent Liminid,Enchantment Creature,Elemental,Future Sight,Common,5,White,True,False,True,False,b'Eric Fortune',0.06
Lumithread Field,Enchantment,None,Future Sight,Common,2,White,True,False,True,True,b'Scott Altmann',0.15
Lymph Sliver,Creature,Sliver,Future Sight,Common,5,White,True,False,True,False,b'Ittoku',0.2
Mistmeadow Skulk,Creature,Kithkin Rogue,Future Sight,Uncommon,2,White,True,False,True,True,b'Omar Rayyan',0.11
"Oriss, Samite Guardian",Legendary Creature,Human Cleric,Future Sight,Rare,3,White,True,False,True,False,b'Michael Komarck',0.54
Patrician's Scorn,Instant,None,Future Sight,Common,4,White,True,False,True,False,b'John Avon',0.18
Ramosian Revivalist,Creature,Human Rebel Cleric,Future Sight,Uncommon,4,White,True,False,True,False,b'Matt Stewart',0.18
Seht's Tiger,Creature,Cat,Future Sight,Rare,4,White,True,False,True,True,b'Thomas Gianni',0.43
Aven Augur,Creature,Bird Wizard,Future Sight,Common,4,Blue,True,False,True,False,b'Dan Scott',0.08
Cloudseeder,Creature,Faerie Spellshaper,Future Sight,Uncommon,2,Blue,True,False,True,False,b'Tsutomu Kawade',0.17
Cryptic Annelid,Creature,Worm Beast,Future Sight,Uncommon,4,Blue,True,False,True,True,b'Anthony S. Waters',0.18
Delay,Instant,None,Future Sight,Uncommon,2,Blue,True,False,True,True,b'Ron Spears',7.24
Foresee,Sorcery,None,Future Sight,Common,4,Blue,True,False,True,True,b'Ron Spears',0.12
Leaden Fists,Enchantment,Aura,Future Sight,Common,3,Blue,True,False,True,False,b'Shishizaru',0.05
Maelstrom Djinn,Creature,Djinn,Future Sight,Rare,8,Blue,True,False,True,False,b'Hideaki Takamura',0.26
Magus of the Future,Creature,Human Wizard,Future Sight,Rare,5,Blue,True,False,True,False,b'Anthony Francisco',1.41
Mystic Speculation,Sorcery,None,Future Sight,Uncommon,1,Blue,True,False,True,False,b'Trevor Hairsine',1.18
Pact of Negation,"Color Indicator: Blue
          Instant",None,Future Sight,Rare,0,Colorless,True,False,True,True,b'Jason Chan',22.45
Take Possession,Enchantment,Aura,Future Sight,Rare,7,Blue,True,False,True,True,b'Michael Phillippi',0.36
Unblinking Bleb,Creature,Illusion,Future Sight,Common,4,Blue,True,False,True,False,b'Shishizaru',0.4
"Venser, Shaper Savant",Legendary Creature,Human Wizard,Future Sight,Rare,4,Blue,True,False,True,True,b'Aleksi Briclot',8.59
Venser's Diffusion,Instant,None,Future Sight,Common,3,Blue,True,False,True,False,b'Hideaki Takamura',0.07
Arcanum Wings,Enchantment,Aura,Future Sight,Uncommon,2,Blue,True,False,True,False,b'Carl Frank',0.65
Blind Phantasm,Creature,Illusion,Future Sight,Common,3,Blue,True,False,True,False,b'Khang Le',0.07
Bonded Fetch,Creature,Homunculus,Future Sight,Uncommon,3,Blue,True,False,True,False,b'Brandon Kitkouski',0.2
"Linessa, Zephyr Mage",Legendary Creature,Human Wizard,Future Sight,Rare,4,Blue,True,False,True,False,b'Jim Murray',0.44
Logic Knot,Instant,None,Future Sight,Common,3,Blue,True,False,True,True,b'Glen Angus',0.51
Mesmeric Sliver,Creature,Sliver,Future Sight,Common,4,Blue,True,False,True,False,b'Michael Bruinsma',0.19
Narcomoeba,Creature,Illusion,Future Sight,Uncommon,2,Blue,True,True,True,True,b'Matt Stewart',1.86
Nix,Instant,None,Future Sight,Rare,1,Blue,True,False,True,False,b'Brian Despain',0.61
Sarcomite Myr,Artifact Creature,Myr,Future Sight,Common,3,Blue,True,False,True,True,b'Michael Bruinsma',0.13
Second Wind,Enchantment,Aura,Future Sight,Uncommon,3,Blue,True,False,True,False,b'Matt Stewart',0.18
Shapeshifter's Marrow,Enchantment,None,Future Sight,Rare,4,Blue,True,False,True,False,b'Chippy',0.35
Spellweaver Volute,Enchantment,Aura,Future Sight,Rare,5,Blue,True,False,True,True,b'Bud Cook',2.05
Spin into Myth,Instant,None,Future Sight,Uncommon,5,Blue,True,False,True,True,b'David Day',0.21
Vedalken Aethermage,Creature,Vedalken Wizard,Future Sight,Common,2,Blue,True,False,True,False,b'William Simpson',0.32
Whip-Spine Drake,Creature,Drake,Future Sight,Common,5,Blue,True,False,True,False,b'Eric Fortune',0.08
Augur of Skulls,Creature,Skeleton Wizard,Future Sight,Common,2,Black,True,False,True,False,b'Chippy',0.29
Cutthroat il-Dal,Creature,Human Rogue,Future Sight,Common,4,Black,True,False,True,False,b'Vance Kovacs',0.06
Gibbering Descent,Enchantment,None,Future Sight,Rare,6,Black,True,False,True,False,b'Ittoku',6.49
Grave Peril,Enchantment,None,Future Sight,Common,2,Black,True,False,True,True,b'Daarken',0.11
Ichor Slick,Sorcery,None,Future Sight,Common,3,Black,True,False,True,True,b'Zoltan Boros',0.2
Lost Hours,Sorcery,None,Future Sight,Common,2,Black,True,False,True,False,b'Jon Foster',0.08
Magus of the Abyss,Creature,Human Wizard,Future Sight,Rare,4,Black,True,False,True,True,b'Kev Walker',0.33
Minions' Murmurs,Sorcery,None,Future Sight,Uncommon,4,Black,True,False,True,False,b'Nils Hamm',0.21
Oblivion Crown,Enchantment,Aura,Future Sight,Common,2,Black,True,False,True,False,b'Kev Walker',0.21
Pooling Venom,Enchantment,Aura,Future Sight,Uncommon,2,Black,True,False,True,False,b'Ron Spears',0.33
Putrid Cyclops,Creature,Zombie Cyclops,Future Sight,Common,3,Black,True,False,True,False,b'Matt Cavotta',0.03
Shimian Specter,Creature,Specter,Future Sight,Rare,4,Black,True,False,True,True,b'Anthony S. Waters',0.27
Skirk Ridge Exhumer,Creature,Zombie Spellshaper,Future Sight,Uncommon,2,Black,True,False,True,False,b'Michael Phillippi',0.26
Slaughter Pact,"Color Indicator: Black
          Instant",None,Future Sight,Rare,0,Colorless,True,False,True,True,b'Kev Walker',3.24
Stronghold Rats,Creature,Rat,Future Sight,Uncommon,3,Black,True,False,True,False,b'Brandon Kitkouski',1.91
Bitter Ordeal,Sorcery,None,Future Sight,Rare,3,Black,True,False,True,False,b'Daarken',11.21
Bridge from Below,Enchantment,None,Future Sight,Rare,3,Black,False,False,True,True,b'Greg Hildebrandt',4.35
Death Rattle,Instant,None,Future Sight,Common,6,Black,True,False,True,True,b'Vance Kovacs',0.06
Deepcavern Imp,Creature,Imp Rebel,Future Sight,Common,3,Black,True,False,True,True,b'Scott Altmann',0.09
Fleshwrither,Creature,Horror,Future Sight,Uncommon,4,Black,True,False,True,False,b'Dave Allsop',1.18
Frenzy Sliver,Creature,Sliver,Future Sight,Common,2,Black,True,False,True,True,b'Glen Angus',0.22
Grave Scrabbler,Creature,Zombie,Future Sight,Common,4,Black,True,False,True,True,b'Dave Allsop',0.24
"Korlash, Heir to Blackblade",Legendary Creature,Zombie Warrior,Future Sight,Rare,4,Black,True,False,True,True,b'Daarken',5.57
Mass of Ghouls,Creature,Zombie Warrior,Future Sight,Common,5,Black,True,False,True,True,b'Lucio Parrillo',0.06
Snake Cult Initiation,Enchantment,Aura,Future Sight,Uncommon,4,Black,True,False,True,False,b'Justin Sweet',0.27
