id,names,supertypes,subtypes,set,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,artist,price,is_legendary
22801,Shock,Instant,None,Stronghold,Common,1,Red,Legal,Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.29,FALSE
22802,Spitting Hydra,Creature,Hydra,Stronghold,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daren Bader',0.24,FALSE
22803,Wall of Razors,Creature,Wall,Stronghold,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Michael Sutfin',0.26,FALSE
22804,Awakening,Enchantment,None,Stronghold,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Dan Frazier',4.44,FALSE
22805,Burgeoning,Enchantment,None,Stronghold,Rare,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',14.78,FALSE
22806,Carnassid,Creature,Beast,Stronghold,Rare,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',0.18,FALSE
22807,Constant Mists,Instant,None,Stronghold,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dermot Power',5.28,FALSE
22808,Crossbow Ambush,Instant,None,Stronghold,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Kev Walker',0.09,FALSE
22809,Elven Rite,Sorcery,None,Stronghold,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',0.16,FALSE
22810,Endangered Armodon,Creature,Elephant,Stronghold,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.06,FALSE
22811,Hermit Druid,Creature,Human Druid,Stronghold,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Banned,TRUE,b'Heather Hudson',25.19,FALSE
22812,Lowland Basilisk,Creature,Basilisk,Stronghold,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.09,FALSE
22813,Mulch,Sorcery,None,Stronghold,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rebecca Guay',0.15,FALSE
22814,Overgrowth,Enchantment,Aura,Stronghold,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Rob Alexander',0.33,FALSE
22815,Primal Rage,Enchantment,None,Stronghold,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brian Sn\xc3\xb5ddy',1.74,FALSE
22816,Provoke,Instant,None,Stronghold,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Terese Nielsen',0.11,FALSE
22817,Skyshroud Archer,Creature,Elf Archer,Stronghold,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jeff Miracola',0.09,FALSE
22818,Skyshroud Troopers,Creature,Elf Druid Warrior,Stronghold,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'DiTerlizzi',0.14,FALSE
22819,Spike Breeder,Creature,Spike,Stronghold,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.16,FALSE
22820,Spike Colony,Creature,Spike,Stronghold,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Douglas Shuler',0.07,FALSE
22821,Spike Feeder,Creature,Spike,Stronghold,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Heather Hudson',1.62,FALSE
22822,Spike Soldier,Creature,Spike Soldier,Stronghold,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Randy Elliott',0.1,FALSE
22823,Spike Worker,Creature,Spike,Stronghold,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Gelon',0.08,FALSE
22824,Spined Wurm,Creature,Wurm,Stronghold,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Keith Parkinson',0.1,FALSE
22825,Tempting Licid,Creature,Licid,Stronghold,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Randy Gallegos',0.22,FALSE
22826,Verdant Touch,Sorcery,None,Stronghold,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'M. W. Kaluta',0.2,FALSE
22827,Volrath's Gardens,Enchantment,None,Stronghold,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Rob Alexander',0.17,FALSE
22828,Wall of Blossoms,Creature,Plant Wall,Stronghold,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Heather Hudson',0.87,FALSE
22829,Acidic Sliver,Creature,Sliver,Stronghold,Uncommon,2,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',0.39,FALSE
22830,Crystalline Sliver,Creature,Sliver,Stronghold,Uncommon,2,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Allen Williams',6.16,FALSE
22831,Hibernation Sliver,Creature,Sliver,Stronghold,Uncommon,2,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Scott Kirschner',2.69,FALSE
22832,Sliver Queen,Creature,Sliver,Stronghold,Rare,5,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',136.02,TRUE
22833,Spined Sliver,Creature,Sliver,Stronghold,Uncommon,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.38,FALSE
22834,Victual Sliver,Creature,Sliver,Stronghold,Uncommon,2,Gold,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Terese Nielsen',0.38,FALSE
22835,Bullwhip,Artifact,None,Stronghold,Uncommon,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Brom',0.18,FALSE
22836,Ensnaring Bridge,Artifact,None,Stronghold,Rare,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',23.05,FALSE
22837,Heartstone,Artifact,None,Stronghold,Uncommon,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Matson',3.07,FALSE
22838,Horn of Greed,Artifact,None,Stronghold,Rare,3,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',3.89,FALSE
22839,Hornet Cannon,Artifact,None,Stronghold,Uncommon,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.12,FALSE
22840,Jinxed Ring,Artifact,None,Stronghold,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'M. W. Kaluta',0.39,FALSE
22841,Mox Diamond,Artifact,None,Stronghold,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dan Frazier',318.47,FALSE
22842,Portcullis,Artifact,None,Stronghold,Rare,4,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Kev Walker',0.89,FALSE
22843,Shifting Wall,Artifact Creature,Wall,Stronghold,Uncommon,1,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Michael Sutfin',0.77,FALSE
22844,Sword of the Chosen,Artifact,None,Stronghold,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Adam Rex',0.6,TRUE
22845,Volrath's Laboratory,Artifact,None,Stronghold,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',0.46,FALSE
22846,Volrath's Stronghold,Land,None,Stronghold,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',54.14,TRUE
22847,Advance Scout,Creature,Human Soldier Scout,Tempest,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Heather Hudson',0.09,FALSE
22848,Angelic Protector,Creature,Angel,Tempest,Uncommon,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'DiTerlizzi',0.24,FALSE
22849,Anoint,Instant,None,Tempest,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Eric David Anderson',0.07,FALSE
22850,Armor Sliver,Creature,Sliver,Tempest,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Scott Kirschner',0.27,FALSE
22851,Armored Pegasus,Creature,Pegasus,Tempest,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Una Fricker',0.11,FALSE
22852,Auratog,Creature,Atog,Tempest,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',0.51,FALSE
22853,Avenging Angel,Creature,Angel,Tempest,Rare,5,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',0.62,FALSE
22854,Circle of Protection: Black,Enchantment,None,Tempest,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Harold McNeill',0.14,FALSE
22855,Circle of Protection: Blue,Enchantment,None,Tempest,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Harold McNeill',0.17,FALSE
22856,Circle of Protection: Green,Enchantment,None,Tempest,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Harold McNeill',0.16,FALSE
22857,Circle of Protection: Red,Enchantment,None,Tempest,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Harold McNeill',0.21,FALSE
22858,Circle of Protection: Shadow,Enchantment,None,Tempest,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Harold McNeill',0.06,FALSE
22859,Circle of Protection: White,Enchantment,None,Tempest,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Harold McNeill',0.2,FALSE
22860,Clergy en-Vec,Creature,Human Cleric,Tempest,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Heather Hudson',0.12,FALSE
22861,Cloudchaser Eagle,Creature,Bird,Tempest,Common,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Una Fricker',0.1,FALSE
22862,Disenchant,Instant,None,Tempest,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Allen Williams',0.14,FALSE
22863,Elite Javelineer,Creature,Human Soldier,Tempest,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Poole',0.07,FALSE
22864,Field of Souls,Enchantment,None,Tempest,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Richard Kane Ferguson',0.45,FALSE
22865,Flickering Ward,Enchantment,Aura,Tempest,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Greg Simanson',2.24,FALSE
22866,Gallantry,Instant,None,Tempest,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Douglas Shuler',0.12,FALSE
22867,Gerrard's Battle Cry,Enchantment,None,Tempest,Rare,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Val Mayerik',0.39,FALSE
22868,Hanna's Custody,Enchantment,None,Tempest,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'DiTerlizzi',0.88,FALSE
22869,Hero's Resolve,Enchantment,Aura,Tempest,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',0.11,FALSE
22870,Humility,Enchantment,None,Tempest,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Phil Foglio',20.68,FALSE
22871,Invulnerability,Instant,None,Tempest,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Brian Sn\xc3\xb5ddy',0.17,FALSE
22872,Knight of Dawn,Creature,Human Knight,Tempest,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.21,FALSE
22873,Light of Day,Enchantment,None,Tempest,Uncommon,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Drew Tucker',0.34,FALSE
22874,Marble Titan,Creature,Giant,Tempest,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',2.59,FALSE
22875,Master Decoy,Creature,Human Soldier,Tempest,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Phil Foglio',0.07,FALSE
22876,Mounted Archers,Creature,Human Soldier Archer,Tempest,Common,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.08,FALSE
22877,Oracle en-Vec,Creature,Human Wizard,Tempest,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Dan Frazier',0.41,FALSE
22878,Orim's Prayer,Enchantment,None,Tempest,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Donato Giancola',0.4,FALSE
22879,Orim Samite Healer,Creature,Human Cleric,Tempest,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kaja Foglio',0.96,TRUE
22880,Pacifism,Enchantment,Aura,Tempest,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.15,FALSE
22881,Pegasus Refuge,Enchantment,None,Tempest,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Kev Walker',0.29,FALSE
22882,Quickening Licid,Creature,Licid,Tempest,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Andrew Robinson',0.13,FALSE
22883,Repentance,Sorcery,None,Tempest,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.17,FALSE
22884,Sacred Guide,Creature,Human Cleric,Tempest,Rare,1,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Zina Saunders',2.36,FALSE
22885,Safeguard,Enchantment,None,Tempest,Rare,5,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Thomas M. Baxa',0.29,FALSE
22886,Serene Offering,Instant,None,Tempest,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Paolo Parente',0.17,FALSE
22887,Soltari Crusader,Creature,Soltari Knight,Tempest,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Randy Gallegos',0.17,FALSE
22888,Soltari Emissary,Creature,Soltari Soldier,Tempest,Rare,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.37,FALSE
22889,Soltari Foot Soldier,Creature,Soltari Soldier,Tempest,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Janet Aulisio',0.17,FALSE
22890,Soltari Lancer,Creature,Soltari Knight,Tempest,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Matthew D. Wilson',0.13,FALSE
22891,Soltari Monk,Creature,Soltari Monk Cleric,Tempest,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Janet Aulisio',0.32,FALSE
22892,Soltari Priest,Creature,Soltari Cleric,Tempest,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Janet Aulisio',0.21,FALSE
22893,Soltari Trooper,Creature,Soltari Soldier,Tempest,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.14,FALSE
22894,Spirit Mirror,Enchantment,None,Tempest,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'D. Alexander Gregory',0.52,FALSE
22895,Staunch Defenders,Creature,Human Soldier,Tempest,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Poole',0.09,FALSE
22896,Talon Sliver,Creature,Sliver,Tempest,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Mike Raabe',0.34,FALSE
22897,Warmth,Enchantment,None,Tempest,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Drew Tucker',0.22,FALSE
22898,Winds of Rath,Sorcery,None,Tempest,Rare,5,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Drew Tucker',1.22,FALSE
22899,Worthy Cause,Instant,None,Tempest,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'John Matson',0.34,FALSE
22900,Benthic Behemoth,Creature,Serpent,Tempest,Rare,8,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jim Nelson',0.5,FALSE
22901,Capsize,Instant,None,Tempest,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tom W\xc3\xa4nerstrand',1.08,FALSE
22902,Chill,Enchantment,None,Tempest,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Simanson',0.37,FALSE
22903,Counterspell,Instant,None,Tempest,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Stephen Daniele',1.41,FALSE
22904,Dismiss,Instant,None,Tempest,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Donato Giancola',0.23,FALSE
22905,Dream Cache,Sorcery,None,Tempest,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Phil Foglio',0.19,FALSE
22906,Duplicity,Enchantment,None,Tempest,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Dan Frazier',0.19,FALSE
22907,Ertai's Meddling,Instant,None,Tempest,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Steve Luke',0.77,FALSE
22908,Escaped Shapeshifter,Creature,Shapeshifter,Tempest,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Douglas Shuler',0.59,FALSE
22909,Fighting Drake,Creature,Drake,Tempest,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'DiTerlizzi',0.12,FALSE
22910,Fylamarid,Creature,Squid Beast,Tempest,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Una Fricker',0.13,FALSE
22911,Gaseous Form,Enchantment,Aura,Tempest,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Roger Raupp',0.05,FALSE
22912,Giant Crab,Creature,Crab,Tempest,Common,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tom Kyffin',0.09,FALSE
22913,Horned Turtle,Creature,Turtle,Tempest,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'DiTerlizzi',0.12,FALSE
22914,Insight,Enchantment,None,Tempest,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Chironna',0.28,FALSE
22915,Interdict,Instant,None,Tempest,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jeff Laubenstein',0.25,FALSE
22916,Intuition,Instant,None,Tempest,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'April Lee',70.21,FALSE
22917,Legacy's Allure,Enchantment,None,Tempest,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daren Bader',0.45,FALSE
22918,Legerdemain,Sorcery,None,Tempest,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daren Bader',0.26,FALSE
22919,Mana Severance,Sorcery,None,Tempest,Rare,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Terese Nielsen',7.67,FALSE
22920,Manta Riders,Creature,Merfolk,Tempest,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kaja Foglio',0.08,FALSE
22921,Mawcor,Creature,Beast,Tempest,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Matson',0.23,FALSE
22922,Meditate,Instant,None,Tempest,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Susan Van Camp',3.52,FALSE
22923,Mnemonic Sliver,Creature,Sliver,Tempest,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.26,FALSE
22924,Power Sink,Instant,None,Tempest,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',0.16,FALSE
22925,Precognition,Enchantment,None,Tempest,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jeff Miracola',0.26,FALSE
22926,Propaganda,Enchantment,None,Tempest,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Miracola',6.21,FALSE
22927,Rootwater Diver,Creature,Merfolk,Tempest,Uncommon,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Ron Spencer',0.19,FALSE
22928,Rootwater Hunter,Creature,Merfolk,Tempest,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',0.13,FALSE
22929,Rootwater Matriarch,Creature,Merfolk,Tempest,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Randy Gallegos',0.39,FALSE
22930,Rootwater Shaman,Creature,Merfolk Shaman,Tempest,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Paolo Parente',0.51,FALSE
22931,Sea Monster,Creature,Serpent,Tempest,Common,6,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Gelon',0.1,FALSE
22932,Shadow Rift,Instant,None,Tempest,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Rex',0.53,FALSE
22933,Shimmering Wings,Enchantment,Aura,Tempest,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Steve Luke',0.12,FALSE
22934,Skyshroud Condor,Creature,Bird,Tempest,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Doug Chaffee',0.1,FALSE
22935,Spell Blast,Instant,None,Tempest,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Steve Luke',0.07,FALSE
22936,Steal Enchantment,Enchantment,Aura,Tempest,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Hannibal King',3.94,FALSE
22937,Stinging Licid,Creature,Licid,Tempest,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Paolo Parente',0.12,FALSE
22938,Thalakos Dreamsower,Creature,Thalakos Wizard,Tempest,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Susan Van Camp',0.14,FALSE
22939,Thalakos Mistfolk,Creature,Thalakos Illusion,Tempest,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Richard Kane Ferguson',0.09,FALSE
22940,Thalakos Seer,Creature,Thalakos Wizard,Tempest,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ron Spencer',0.34,FALSE
22941,Thalakos Sentry,Creature,Thalakos Soldier,Tempest,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Andrew Robinson',0.15,FALSE
22942,Time Ebb,Sorcery,None,Tempest,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Thomas M. Baxa',0.06,FALSE
22943,Time Warp,Sorcery,None,Tempest,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',13.19,FALSE
22944,Tradewind Rider,Creature,Spirit,Tempest,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Matson',1.63,FALSE
22945,Twitch,Instant,None,Tempest,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'DiTerlizzi',0.11,FALSE
22946,Unstable Shapeshifter,Creature,Shapeshifter,Tempest,Rare,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Terese Nielsen',0.39,FALSE
22947,Volrath's Curse,Enchantment,Aura,Tempest,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daren Bader',0.16,FALSE
22948,Whim of Volrath,Instant,None,Tempest,Rare,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Anthony S. Waters',0.93,FALSE
22949,Whispers of the Muse,Instant,None,Tempest,Uncommon,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Quinton Hoover',0.32,FALSE
22950,Wind Dancer,Creature,Faerie,Tempest,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Susan Van Camp',0.13,FALSE
22951,Wind Drake,Creature,Drake,Tempest,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Greg Simanson',0.07,FALSE
22952,Winged Sliver,Creature,Sliver,Tempest,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Anthony S. Waters',0.55,FALSE
22953,Abandon Hope,Sorcery,None,Tempest,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Alan Pollack',0.19,FALSE
22954,Bellowing Fiend,Creature,Spirit,Tempest,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jim Nelson',0.23,FALSE
22955,Blood Pet,Creature,Thrull,Tempest,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brom',0.24,FALSE
22956,Bounty Hunter,Creature,Human Archer Minion,Tempest,Rare,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Brian Sn\xc3\xb5ddy',6.92,FALSE
22957,Carrionette,Creature,Skeleton,Tempest,Rare,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Pete Venters',0.34,FALSE
22958,Clot Sliver,Creature,Sliver,Tempest,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Laubenstein',0.27,FALSE
22959,Coercion,Sorcery,None,Tempest,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Pete Venters',0.12,FALSE
22960,Coffin Queen,Creature,Zombie Wizard,Tempest,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kaja Foglio',5.36,FALSE
22961,Commander Greven il-Vec,Creature,Human Warrior,Tempest,Rare,6,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.97,TRUE
22962,Corpse Dance,Instant,None,Tempest,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Brian Sn\xc3\xb5ddy',5.96,FALSE
22963,Dark Banishing,Instant,None,Tempest,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'John Matson',0.09,FALSE
22964,Dark Ritual,Instant,None,Tempest,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,"b'Ken Meyer, Jr.'",0.44,FALSE
22965,Darkling Stalker,Creature,Shade Spirit,Tempest,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Susan Van Camp',0.11,FALSE
22966,Dauthi Embrace,Enchantment,None,Tempest,Uncommon,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Andrew Robinson',1.1,FALSE
22967,Dauthi Ghoul,Creature,Dauthi Zombie,Tempest,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Tom Kyffin',0.28,FALSE
22968,Dauthi Horror,Creature,Dauthi Horror,Tempest,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Laubenstein',0.16,FALSE
