id,names,supertypes,MAX(set_year),rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary,edhrec
19850,Aether Charge,Enchantment,2002,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,64
19851,Aggravated Assault,Enchantment,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,8.77,FALSE,6354
19852,Airdrop Condor,Creature,2002,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,14
19853,Avarax,Creature,2002,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,3
19854,Battering Craghorn,Creature,2002,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,26
19855,Blistering Firecat,Creature,2002,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.69,FALSE,225
19856,Break Open,Instant,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.38,FALSE,20
19857,Brightstone Ritual,Instant,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.63,FALSE,3251
19858,Butcher Orgg,Creature,2002,Rare,7,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.28,FALSE,31
19859,Chain of Plasma,Instant,2002,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,130
19860,Charging Slateback,Creature,2002,Common,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,1
19861,Commando Raid,Instant,2002,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,30
19862,Crown of Fury,Enchantment,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,50
19863,Custody Battle,Enchantment,2002,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.3,FALSE,394
19865,Dwarven Blastminer,Creature,2002,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.78,FALSE,960
19866,Embermage Goblin,Creature,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,33
19867,Erratic Explosion,Sorcery,2002,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,41
19868,Fever Charm,Instant,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,208
19869,Flamestick Courier,Creature,2002,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,25
19870,Goblin Machinist,Creature,2002,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,22
19872,Goblin Pyromancer,Creature,2002,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.28,FALSE,166
19873,Goblin Sharpshooter,Creature,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,6.09,FALSE,3765
19875,Goblin Sledder,Creature,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,1413
19876,Goblin Taskmaster,Creature,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,68
19877,Grand Melee,Enchantment,2002,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.53,FALSE,836
19878,Gratuitous Violence,Enchantment,2002,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.92,FALSE,4516
19879,Insurrection,Sorcery,2002,Rare,8,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,8.34,FALSE,5265
19880,Kaboom!,Sorcery,2002,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,125
19881,Lavamancer's Skill,Enchantment,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,22
19882,Lay Waste,Sorcery,2002,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,89
19883,Lightning Rift,Enchantment,2002,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,625
19884,Mana Echoes,Enchantment,2002,Rare,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,42.33,FALSE,3066
19885,Menacing Ogre,Creature,2002,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,39
19886,Nosy Goblin,Creature,2002,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.03,FALSE,4
19887,Pinpoint Avalanche,Instant,2002,Common,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,1
19888,Reckless One,Creature,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.55,FALSE,1072
19889,Risky Move,Enchantment,2002,Rare,6,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.13,FALSE,877
19890,Rorix Bladewing,Creature,2002,Rare,6,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.39,TRUE,315
19891,Searing Flesh,Sorcery,2002,Uncommon,7,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,11
19892,Shaleskin Bruiser,Creature,2002,Uncommon,7,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,35
19894,Skirk Commando,Creature,2002,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,74
19895,Skirk Fire Marshal,Creature,2002,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.64,FALSE,1292
19897,Skittish Valesk,Creature,2002,Uncommon,7,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,34
19898,Slice and Dice,Sorcery,2002,Uncommon,6,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,625
19899,Snapping Thragg,Creature,2002,Uncommon,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,7
19900,Solar Blast,Instant,2002,Common,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,37
19901,Sparksmith,Creature,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,188
19902,Spitfire Handler,Creature,2002,Uncommon,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,12
19903,Spurred Wolverine,Creature,2002,Common,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,8
19904,Starstorm,Instant,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.73,FALSE,5317
19905,Tephraderm,Creature,2002,Rare,5,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,26
19906,Thoughtbound Primoc,Creature,2002,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,1
19908,Thunder of Hooves,Sorcery,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,11
19909,Wave of Indifference,Sorcery,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,64
19910,Words of War,Enchantment,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.42,FALSE,219
19911,Animal Magnetism,Sorcery,2002,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,40
19912,Barkhide Mauler,Creature,2002,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,69
19914,Birchlore Rangers,Creature,2002,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.42,FALSE,1209
19915,Bloodline Shaman,Creature,2002,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,255
19916,Broodhatch Nantuko,Creature,2002,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.3,FALSE,953
19917,Centaur Glade,Enchantment,2002,Uncommon,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,300
19918,Chain of Acid,Sorcery,2002,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,106
19919,Crown of Vigor,Enchantment,2002,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,29
19921,Elvish Guidance,Enchantment,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.32,FALSE,1670
19922,Elvish Pathcutter,Creature,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,26
19925,Elvish Vanguard,Creature,2002,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.83,FALSE,1027
19927,Enchantress's Presence,Enchantment,2002,Rare,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,3.4,FALSE,7065
19928,Everglove Courier,Creature,2002,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,13
19930,Gigapede,Creature,2002,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.39,FALSE,87
19931,Heedless One,Creature,2002,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.68,FALSE,827
19932,Hystrodon,Creature,2002,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.26,FALSE,370
19933,Invigorating Boon,Enchantment,2002,Uncommon,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,52
19934,Kamahl Fist of Krosa,Creature,2002,Rare,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,9.51,TRUE,2481
19935,Kamahl's Summons,Sorcery,2002,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.69,FALSE,680
19936,Krosan Colossus,Creature,2002,Rare,9,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,93
19937,Krosan Groundshaker,Creature,2002,Uncommon,7,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,37
19938,Krosan Tusker,Creature,2002,Common,7,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,2114
19939,Leery Fogbeast,Creature,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,27
19940,Mythic Proportions,Enchantment,2002,Rare,7,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.42,FALSE,150
19942,Overwhelming Instinct,Enchantment,2002,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.29,FALSE,362
19943,Primal Boost,Instant,2002,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,21
19944,Ravenous Baloth,Creature,2002,Rare,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.35,FALSE,147
19945,Run Wild,Instant,2002,Uncommon,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,29
19946,Serpentine Basilisk,Creature,2002,Uncommon,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,59
19948,Silvos Rogue Elemental,Creature,2002,Rare,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.46,TRUE,498
19949,Snarling Undorak,Creature,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,8
19950,Spitting Gourna,Creature,2002,Common,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,5
19951,Stag Beetle,Creature,2002,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.28,FALSE,135
19952,Steely Resolve,Enchantment,2002,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,8.26,FALSE,1337
19953,Symbiotic Beast,Creature,2002,Uncommon,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,104
19954,Symbiotic Elf,Creature,2002,Common,4,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,50
19955,Symbiotic Wurm,Creature,2002,Rare,8,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.4,FALSE,536
19956,Taunting Elf,Creature,2002,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,810
19957,Tempting Wurm,Creature,2002,Rare,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.82,FALSE,496
19958,Towering Baloth,Creature,2002,Uncommon,8,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,16
19959,Treespring Lorian,Creature,2002,Common,6,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.04,FALSE,4
19960,Tribal Unity,Instant,2002,Uncommon,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.32,FALSE,545
19961,Venomspout Brackus,Creature,2002,Uncommon,7,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,29
19962,Vitality Charm,Instant,2002,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,92
19963,Voice of the Woods,Creature,2002,Rare,5,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.39,FALSE,230
19966,Wellwisher,Creature,2002,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.69,FALSE,2671
19967,Wirewood Elf,Creature,2002,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,368
19968,Wirewood Herald,Creature,2002,Common,2,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.19,FALSE,1234
19969,Wirewood Pride,Instant,2002,Common,1,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,220
19970,Wirewood Savage,Creature,2002,Common,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,213
19971,Words of Wilding,Enchantment,2002,Rare,3,Green,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,3.07,FALSE,850
19972,Cryptic Gateway,Artifact,2002,Rare,5,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,4.21,FALSE,1264
19973,Doom Cannon,Artifact,2002,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,40
19974,Dream Chisel,Artifact,2002,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.48,FALSE,424
19975,Riptide Replicator,Artifact,2002,Rare,2,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.28,FALSE,472
19977,Tribal Golem,Artifact Creature,2002,Rare,6,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,7
19978,Barren Moor,Land,2002,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.32,FALSE,22507
19980,Contested Cliffs,Land,2002,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.4,FALSE,952
19981,Daru Encampment,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,277
19983,Forgotten Cave,Land,2002,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,19329
19984,Goblin Burrows,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,806
19985,Grand Coliseum,Land,2002,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.06,FALSE,4240
19986,Lonely Sandbar,Land,2002,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,17620
19988,Riptide Laboratory,Land,2002,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,8.16,FALSE,3774
19989,Seaside Haven,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.25,FALSE,504
19990,Secluded Steppe,Land,2002,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,15235
19991,Starlit Sanctum,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.23,FALSE,350
19992,Tranquil Thicket,Land,2002,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.21,FALSE,19112
19993,Unholy Grotto,Land,2002,Rare,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,8.4,FALSE,1935
19995,Wirewood Lodge,Land,2002,Uncommon,0,Colorless,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,3.41,FALSE,5152
20018,Aven Warcraft,Instant,2002,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,41
20019,Battle Screech,Sorcery,2002,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.61,FALSE,827
20020,Battlewise Aven,Creature,2002,Common,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,16
20021,Benevolent Bodyguard,Creature,2002,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,626
20022,Border Patrol,Creature,2002,Common,5,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,15
20023,Cagemail,Enchantment,2002,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,9
20025,Commander Eesha,Creature,2002,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.3,TRUE,600
20026,Funeral Pyre,Instant,2002,Common,1,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,22
20027,Glory,Creature,2002,Rare,5,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.33,FALSE,487
20028,Golden Wish,Sorcery,2002,Rare,5,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.35,FALSE,26
20029,Guided Strike,Instant,2002,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,1146
20030,Lead Astray,Instant,2002,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.04,FALSE,2
20032,Phantom Flock,Creature,2002,Uncommon,5,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,67
20033,Phantom Nomad,Creature,2002,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,32
20034,Prismatic Strands,Instant,2002,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.44,FALSE,652
20035,Pulsemage Advocate,Creature,2002,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.78,FALSE,358
20037,Selfless Exorcist,Creature,2002,Rare,5,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,4
20038,Shieldmage Advocate,Creature,2002,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,105
20039,Silver Seraph,Creature,2002,Rare,8,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.35,FALSE,70
20040,Solitary Confinement,Enchantment,2002,Rare,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,7.68,FALSE,1868
20041,Soulcatchers' Aerie,Enchantment,2002,Uncommon,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,1.17,FALSE,505
20042,Spirit Cairn,Enchantment,2002,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,364
20043,Spurnmage Advocate,Creature,2002,Uncommon,1,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,342
20045,Test of Endurance,Enchantment,2002,Rare,4,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,19.37,FALSE,1756
20046,Trained Pronghorn,Creature,2002,Common,2,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,19
20047,Unquestioned Authority,Enchantment,2002,Uncommon,3,White,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.44,FALSE,5398
20049,Vigilant Sentry,Creature,2002,Common,3,White,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.03,FALSE,3
20050,Aven Fogbringer,Creature,2002,Common,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,148
20052,Cephalid Inkshrouder,Creature,2002,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.27,FALSE,435
20053,Cunning Wish,Instant,2002,Rare,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,4.75,FALSE,56
20054,Defy Gravity,Instant,2002,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,182
20055,Envelop,Instant,2002,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,124
20056,Flash of Insight,Instant,2002,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.23,FALSE,327
20057,Grip of Amnesia,Instant,2002,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,170
20058,Hapless Researcher,Creature,2002,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.19,FALSE,434
20059,Keep Watch,Instant,2002,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.47,FALSE,1033
20060,Laquatus's Disdain,Instant,2002,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,6
20061,Lost in Thought,Enchantment,2002,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.13,FALSE,25
20062,Mental Note,Instant,2002,Common,1,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.39,FALSE,586
20063,Mirror Wall,Creature,2002,Common,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,40
20064,Mist of Stagnation,Enchantment,2002,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.32,FALSE,94
20065,Quiet Speculation,Sorcery,2002,Uncommon,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,283
20067,Spelljack,Instant,2002,Rare,6,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,2.45,FALSE,1058
20068,Telekinetic Bonds,Enchantment,2002,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,54
20069,Web of Inertia,Enchantment,2002,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.86,FALSE,476
20070,Wonder,Creature,2002,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.57,FALSE,5601
20071,Wormfang Behemoth,Creature,2002,Rare,5,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.19,FALSE,6
20072,Wormfang Crab,Creature,2002,Uncommon,4,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,58
20073,Wormfang Drake,Creature,2002,Common,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,27
20074,Wormfang Manta,Creature,2002,Rare,7,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,68
20075,Wormfang Newt,Creature,2002,Common,2,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,8
20076,Wormfang Turtle,Creature,2002,Uncommon,3,Blue,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,16
20077,Balthor the Defiled,Creature,2002,Rare,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,9.37,TRUE,1155
20078,Cabal Therapy,Sorcery,2002,Uncommon,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.14,FALSE,586
20079,Cabal Trainee,Creature,2002,Common,1,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,19
20080,Death Wish,Sorcery,2002,Rare,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.36,FALSE,50
20081,Earsplitting Rats,Creature,2002,Common,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,123
20082,Filth,Creature,2002,Uncommon,4,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,3.11,FALSE,1789
20083,Grave Consequences,Instant,2002,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,45
20084,Guiltfeeder,Creature,2002,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.12,FALSE,1421
20085,Masked Gorgon,Creature,2002,Rare,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.31,FALSE,20
20086,Morality Shift,Sorcery,2002,Rare,7,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,2.17,FALSE,478
20087,Rats' Feast,Sorcery,2002,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,22
20088,Stitch Together,Sorcery,2002,Uncommon,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.87,FALSE,5352
20090,Toxic Stench,Instant,2002,Common,2,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,19
20091,Treacherous Vampire,Creature,2002,Uncommon,5,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.19,FALSE,1
20092,Treacherous Werewolf,Creature,2002,Common,3,Black,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.19,FALSE,6
20093,Anger,Creature,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,2.15,FALSE,12910
20095,Barbarian Bully,Creature,2002,Common,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,30
20096,Book Burning,Sorcery,2002,Common,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,50
20097,Breaking Point,Sorcery,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,0.38,FALSE,314
20099,Burning Wish,Sorcery,2002,Rare,2,Red,Not Legal,Not Legal,Legal,Legal,Legal,TRUE,1.77,FALSE,183
20100,Dwarven Bloodboiler,Creature,2002,Rare,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.37,FALSE,176
20101,Dwarven Driller,Creature,2002,Uncommon,4,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.82,FALSE,452
20102,Dwarven Scorcher,Creature,2002,Common,1,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,38
20103,Ember Shot,Instant,2002,Common,7,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,19
20104,Firecat Blitz,Sorcery,2002,Uncommon,3,Red,Not Legal,Not Legal,Legal,Legal,Legal,FALSE,0.41,FALSE,751
